Title,Link,Author Keywords,Index Keywords
"Wastewater: Economic asset in an urbanizing world","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943327553&doi=10.1007%2f978-94-017-9545-6&partnerID=40&md5=48a3baaf2fafc2827466e27c552eb03e",,"Climate change; Cost benefit analysis; Depreciation; Developing countries; Economics; Natural resources; Recovery; Sanitation; Sewage; Wastewater reclamation; Wastewater treatment; Water conservation; Climate change adaptation; Mitigation strategy; Resource recovery; University of Arizona; Urban resilience; Value proposition; Wastewater management; Water and sanitation programs; Wastewater disposal"
"A GIS-base exploration of the relationships between open space systems and urban form for the adaptive capacity of cities after an earthquake: The cases of two Chilean cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894198227&doi=10.1016%2fj.apgeog.2014.01.010&partnerID=40&md5=1bf7e71320f80da34b363957d72417e1","Adaptation; Earthquake; Open space; Resilience; Spatial analysis; Urban form",
"Climate change, securitisation of nature, and resilient urbanism","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898425418&doi=10.1068%2fc12269&partnerID=40&md5=58b04a11c01c40e0402bd430bea2a210","Climate change; Emergency; Nature; Postpolitics; Resilient urbanism; Risk; Security","climate change; national security; nature-society relations; politics; risk assessment; sustainability; urban planning"
"Policy climates and climate policies: Analysing the politics of building urban climate change resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896391670&doi=10.1016%2fj.uclim.2013.08.004&partnerID=40&md5=2f52a06ff2b96ab919e28e9a78327f47","Actors; Climate change; Discourses; Resilience; Spaces; Urban",
"Urban resilience: A conceptual framework","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067199748&doi=10.1016%2fj.scs.2019.101625&partnerID=40&md5=a17e4d5cb2c4dd8c463225dde2fd8a03","Cities; Climate changes; Risks; Urban resilience; Urban systems","Climate change; Risks; Cities; Conceptual frameworks; Effective measures; Natural disasters; Scientific and technical literatures; Tools and methods; Urban resilience; Urban systems; Disasters"
"Operationalizing urban resilience through a framework for adaptive co-management and design: Five experiments in urban planning practice and policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963986392&doi=10.1016%2fj.envsci.2016.04.007&partnerID=40&md5=09b237d3b6dba6dfb19b339d70b1b79b","Adaptive co-management; Co-design; Community resilience; Resilience thinking; Underused spaces","action research; adaptive environmental management; Article; city planning; community ecology; coping behavior; creativity; crowdsourcing; ecosystem resilience; environmental sustainability; government; human; imagination; policy; priority journal; urban area"
"Pluvial flood risk and opportunities for resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061203377&doi=10.1002%2fwat2.1302&partnerID=40&md5=6c7314886b63e4fccfbc5b7cf6eec825","Blue green; Climate change; Infrastructure; Pluvial flooding; Resilience; Urban","flood control; precipitation intensity; risk assessment; vulnerability; water management; United States"
"Cultivating nature-based solutions: The governance of communal urban gardens in the European Union","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027588964&doi=10.1016%2fj.envres.2017.08.013&partnerID=40&md5=984e08adcf98ea8f4be73178ddcc9939","Governance; Nature-based solutions; Participation; Social resilience; Urban agriculture","city; environmental protection; European Union; human; land use; legislation and jurisprudence; Cities; Conservation of Natural Resources; European Union; Gardens; Humans"
"Retail planning and urban resilience - An introduction to the special issue","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888851167&doi=10.1016%2fj.cities.2013.01.007&partnerID=40&md5=c8b833bf66d7347295c6b3a8a5cf4deb",,
"Fire fragility curves for steel buildings in a community context: A methodology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957651362&doi=10.1016%2fj.engstruct.2016.01.043&partnerID=40&md5=6fdb6d74a621306372091736099d7f35","Community risk assessment; Fire; Fragility analysis; Steel building; Structural reliability; Urban resilience","Buildings; Fires; Heat transfer; Intelligent systems; Location; Monte Carlo methods; Probability; Reliability analysis; Risk assessment; Structural analysis; Community risk assessments; Fragility analysis; Steel buildings; Structural reliability; Urban resilience; Probability distributions; fire; Monte Carlo analysis; multistorey building; numerical model; reliability analysis; resilience; risk assessment; steel; structural analysis"
"Peri-urban food production and its relation to urban resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007322927&doi=10.3390%2fsu8121340&partnerID=40&md5=1f12ba5b4902b3cbd11174b9f2a58efe","Food policy; Governance; Multifunctionality; Peri-urban agriculture; Urban food security; Urban resilience","agricultural land; arable farming; food production; food security; governance approach; greenspace; land use change; periurban area; recreational facility; urban agriculture; urban development; urban planning; urbanization; Belgium; Copenhagen [(CTY) Hovedstaden]; Denmark; East Flanders; Ghent; Goteborg; Hovedstaden; Sweden; Vastra Gotaland"
"Sustainability assessments of buildings, communities, and cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944392252&doi=10.1016%2fB978-0-12-799968-5.00015-4&partnerID=40&md5=d53821cc643b8ea528959403a3b90cee","Built environment; Communities; Rating systems; Sustainability assessment; Sustainable cities; Triple bottom line; Urban efficiency; Urban resilience; Urban sustainability; Urban tools","Construction industry; Ecosystems; Rating; Built environment; Rating system; Sustainability assessment; Sustainable cities; Triple Bottom Line; Urban resilience; Urban sustainability; Sustainable development"
"Do shopping centers abate the resilience of shopping streets? The co-existence of both shopping venues in Ankara, Turkey","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888837284&doi=10.1016%2fj.cities.2012.10.003&partnerID=40&md5=b43cf3f0033ea47ff0b239c6dd65e2a5","Ankara; Retail planning policy; Shopping centers; Shopping streets; Urban resilience","consumption behavior; policy making; retailing; shopping activity; spatial analysis; urban area; urban policy; Ankara [Turkey]; Turkey"
"Resilient urban planning: Major principles and criteria","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922372830&doi=10.1016%2fj.egypro.2014.12.154&partnerID=40&md5=28dbafef6f943ecf526f43780d553b99","Assessment framework; Climate change; Urban planning; Urban resilience; Vulberability",
"Sustainable cities targeted by combined mitigation-adaptation efforts for future-proofing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881089407&doi=10.1016%2fj.scs.2013.01.003&partnerID=40&md5=26e9428a1e8e2d6f60516ad15c9b62fd","Combined mitigation and adaptation; Multidisciplinary (urban) sustainability; Urban resilience",
"The impact of the 2009 heat wave on Melbourne's critical infrastructure","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865266063&doi=10.1080%2f13549839.2012.678320&partnerID=40&md5=6bea7934b04666d1d19973929a460fb4","adaptation; climate impacts; heat wave; infrastructure; urban system","adaptive management; climate effect; heat island; infrastructure; natural hazard; urban area; Australia; Melbourne; Victoria [Australia]"
"Globalizing urban resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042940397&doi=10.1080%2f02723638.2018.1446870&partnerID=40&md5=62018268f913d96504cb3304e812937d","global resilience complex; Rockefeller 100 Resilient Cities Program; urban governance; Urban resilience",
"Assessing and mapping urban resilience to floods with respect to cascading effects through critical infrastructure networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042186599&doi=10.1016%2fj.ijdrr.2018.02.018&partnerID=40&md5=22d0bdd3b875b3d791536f5720e45ffc","Cascading effects; Climate change; Critical infrastructure networks; Resilience strategies; Urban flooding",
"Energy efficiency of MAC protocols in low data rate wireless multimedia sensor networks: A comparative study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008388700&doi=10.1016%2fj.adhoc.2016.12.005&partnerID=40&md5=549c6532efcc40f8e45a44112bc2d05a","Energy efficiency; Medium access control; Smart cities; Wireless multimedia sensor networks; Wireless sensor networks","Access control; Energy efficiency; Energy utilization; Internet protocols; Medium access control; Sensor nodes; Application scenario; Comparative studies; Environment monitoring; Multi class traffic; Smart cities; Wireless multimedia sensor network; Wireless multimedia sensor network (WMSNS); Wireless sensor network (WSNs); Wireless sensor networks"
"Analysing scale, quality and diversity of green infrastructure and the provision of Urban Ecosystem Services: A case from Mexico City","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007410640&doi=10.1016%2fj.ecoser.2016.12.004&partnerID=40&md5=3dd6d904715d7c12b5099e2a104dde26","Diversity; Green infrastructure; Quality; Urban Ecosystem Services; Urban resilience",
"The Resilience to Emergencies and Disasters Index: Applying big data to benchmark and validate neighborhood resilience capacity","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032697646&doi=10.1016%2fj.scs.2017.10.025&partnerID=40&md5=f1f0cd6555ce9e6ea21431135fe4b35a","Anomaly detection; Big data; Community resilience; Disaster recovery; Emergency management; Urban resilience","Civil defense; Disasters; Embedded systems; Hurricanes; Recovery; Risk management; Anomaly detection; Community resiliences; Disaster recovery; Emergency management; Urban resilience; Big data"
"The ecological imperative for environmental design and planning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883375069&doi=10.1890%2f130052&partnerID=40&md5=3bd073d601980f1aceac906ee5f8c05e",,"coastal zone; ecosystem resilience; environmental planning; interdisciplinary approach; natural disaster; sustainability"
"Comparing conceptualizations of urban climate resilience in theory and practice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982682315&doi=10.3390%2fsu8070701&partnerID=40&md5=b03b82322fd4ae8cba9f6df41555c079","Adaptation; Climate change; Climate resilience; Resilience; Resilient city; Urban resilience","academic research; adaptive management; climate change; conceptual framework; ecosystem resilience; local government; policy making; questionnaire survey; theoretical study; urban climate; decision making; literature review; United States"
"The (In)Security of Smart Cities: Vulnerabilities, Risks, Mitigation, and Prevention","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037728144&doi=10.1080%2f10630732.2017.1408002&partnerID=40&md5=b67d73b4e8754ad5c027ade72500914f","Crime; cyberattack; mitigation; risk; security; smart cities; urban resilience","crime; information and communication technology; mitigation; regulatory framework; risk assessment; security; security threat; smart city; strategic approach; technology adoption; urban area; vulnerability"
